,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
583,prerank,"Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:0000184)",0.5013657561987147,1.5613648657050385,0.022727272727272728,0.05887360413292959,1.0,14/25,28.29%,RBM8A;ZC3H12A;NCBP1;PNRC1;EIF4A3;RC3H1;UPF1;RNPS1;UPF3A;PNRC2;SMG1;SMG5;MAGOH;SMG7
584,prerank,Endodermal Cell Differentiation (GO:0035987),0.4987655185737507,1.5609384353613398,0.020151133501259445,0.059008015373529545,1.0,15/25,29.10%,ITGAV;ITGA4;COL8A1;ITGA5;MMP14;ITGB2;MMP15;LAMB3;RTF1;LEO1;CTR9;ITGB5;SETD2;INHBA;ITGA7
585,prerank,Negative Regulation Of Biomineral Tissue Development (GO:0070168),0.5380768968505931,1.5608193079226844,0.021220159151193633,0.058956243633363534,1.0,9/19,21.28%,ROCK1;ROCK2;FGF23;TGFB1;BCOR;SRGN;ASPN;CCL3;HEY2
586,prerank,Regulation Of Cardiac Conduction (GO:1903779),0.5841084740973091,1.5602265048987385,0.018309859154929577,0.05919884530621247,1.0,6/15,15.04%,ATP2B4;RYR2;ATP2A2;ATP2A1;CORIN;ATP2A3
587,prerank,Lysosome Localization (GO:0032418),0.47001498956853877,1.55983999906363,0.021686746987951807,0.059333985478500356,1.0,19/37,30.51%,MYH9;VPS33A;KIF5B;RNF167;BLOC1S1;SPAG9;PLEKHM1;HPS6;PIK3CG;HDAC6;BORCS6;LAMTOR1;BORCS7;BORCS8;FCER1A;FAM98A;DEF8;NDEL1;TFEB
588,prerank,Detection Of Chemical Stimulus Involved In Sensory Perception Of Smell (GO:0050911),-0.4361146408053492,-1.5595087018692626,0.05223880597014925,0.1703864604524282,1.0,10/18,25.83%,OR2L2;OR2AG1;OR2A42;OR2B6;OR2AK2;OR2L8;OR2T11;OR2T2;OR2T10;OR2G6
589,prerank,Endocytosis (GO:0006897),0.38273433299181614,1.558777005059843,0.0,0.059866219362974,1.0,72/170,30.79%,ITGB1;ANXA1;IL10RA;TFR2;RAB22A;MYO6;M6PR;EPS15;ADRB2;EHD1;PICALM;JMJD6;RALBP1;RNASEK;MESD;CDC42;RAB5A;DNAJC13;ITGB2;RAB5B;CSNK1G2;CYTH2;MIB1;RAB7A;MYD88;IGF2R;CORO1A;DENND1B;RHOU;PIK3C3;SNX5;EHD4;CLN3;GAK;ATP6V1H;LDLR;CLTC;MAPK1;CD14;CSNK1G1;AP1S1;RAB1A;AP3M1;ITGAM;ATP9A;EPS15L1;INPPL1;BIN1;AMPH;DPYSL2;CLTCL1;TM9SF4;CSNK1D;ANXA11;TSC2;APOE;VLDLR;DENND1A;MICALL1;RINL;ARHGAP27;TBC1D2B;PIK3C2A;DNM2;MRC1;LRP12;LRSAM1;DNER;CLEC9A;EPN2;HEATR5A;SNX18
590,prerank,Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015),0.3997125162184362,1.5585208078571335,0.002157497303128371,0.05990550771980343,1.0,41/104,28.25%,SAP30;SMAD7;HSPA1A;LTBP4;STUB1;ZBTB7A;ARID4B;SNW1;PPARA;TGFB1;HTRA4;ZEB2;SNX6;FAM89B;PPM1A;PIN1;EMILIN1;ARID4A;SAP30L;TRIM33;LATS2;SPRED3;MEN1;IL17RD;EP300;THBS1;BRMS1;RBBP7;PDPK1;ASPN;ZNF451;STRAP;CDKN2B;SUDS3;RBBP4;LATS1;BCL9L;SPRED2;PPARG;GIPC1;SMAD3
591,prerank,Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101),0.40833450957008766,1.5583754910851138,0.005470459518599562,0.05989863799804834,1.0,33/92,22.87%,SAP30;SMAD7;HSPA1A;STUB1;ZBTB7A;ARID4B;PPARA;HTRA4;SNX6;FAM89B;UBE2D3;PPM1A;PIN1;TMEM53;ADAM17;EMILIN1;ARID4A;SAP30L;TRIM33;SPRED3;IL17RD;RBPMS2;BRMS1;RBBP7;CRIM1;PDPK1;ASPN;ZNF451;STRAP;UBE2D1;SUDS3;RBBP4;MAGI2
592,prerank,Positive Regulation Of Protein Phosphorylation (GO:0001934),0.3684351984654407,1.5582937606616745,0.0,0.0598438548937611,1.0,126/313,28.91%,MOB2;ATP2B4;RAP2A;PDCD10;TXN;FAS;PAK2;PTPRC;CIB1;CALM1;EFNA5;RAP1A;AKAP9;HSP90AA1;PRNP;SLCO3A1;ROCK2;FGF23;BMPR1A;NPTN;MAP3K5;MAP3K12;TAOK2;TGFB1;CALM2;PTPRJ;ITGA5;PPIA;RALBP1;RIPK1;HCLS1;BMP7;INCENP;TRIM6;PIK3R3;CD81;SPHK1;IGF1;RAC1;TBK1;XRCC5;NTRK1;PARK7;UBE2K;CX3CR1;STK4;CEMIP;NEK10;PIN1;IQGAP1;IL1B;RPTOR;PRKAG1;XRCC6;AKT1;TWSG1;ADAM17;PDGFD;ILK;FXR2;AXIN1;TGFBR1;PINK1;FMR1;MOB1A;HDAC6;MAP2K3;LEP;CRKL;NOS1;JAK2;CSNK2B;AGAP2;TESK1;AZU1;NBN;BMPR2;RAPGEF2;GDF11;TFRC;PRKD2;MAPK1;ALS2;JTB;CAPRIN2;DAXX;DUSP19;HRAS;ARAF;CCL19;INHBB;MAD2L2;RIPK2;KRAS;DVL3;RAF1;MAPRE3;RB1CC1;FNIP2;ARHGEF2;SH2D3C;CCND2;CSNK1D;TNIK;EREG;CSF3;LATS1;CCND3;FNIP1;RALB;PTPN11;TNF;ACVR2A;PPARG;RASGRP1;CENPE;MOB3A;EIF4G1;INHBA;CCNA2;DGKQ;MYDGF;BRAF;SH2D1A;RBPMS;CDK2AP1
593,prerank,Regulation Of T Cell Proliferation (GO:0042129),0.4195804853659332,1.5578049358027302,0.0033821871476888386,0.06002454390340139,1.0,23/68,18.87%,ANXA1;PDCD1LG2;NCK1;PTPRC;CD46;TNFRSF1B;CCL5;SPN;CD274;LILRB1;RIPK3;LGALS3;IL1B;NCKAP1L;SDC4;GLMN;LEP;JAK2;TFRC;CEBPB;CCDC88B;CCL19;DLG5
594,prerank,Protein-Containing Complex Organization (GO:0043933),0.39866153801618004,1.5577699317270723,0.0031914893617021275,0.059951818442770505,1.0,39/112,21.57%,CAPZA1;DNAJB14;FAS;SLC9A3R1;PICALM;WAS;AP2M1;WIPF1;NAPG;MNAT1;DNM1L;KPNA3;SLC2A1;AXIN1;NCKAP1L;TPR;ELOB;FANCA;TAPBP;DNAJB12;IL1RAP;KMT2A;ZW10;PML;CSNK2B;PPID;MDM2;KIFAP3;LLGL1;TUBGCP2;BECN1;HSF1;DHX9;VAMP2;IKBKG;PPP2R1A;NUP205;CAPZA2;VAMP3
595,prerank,Regulation Of Spindle Assembly (GO:0090169),0.49158875373119626,1.5570434022702342,0.020100502512562814,0.0602985967364341,1.0,19/29,34.85%,HSPA1A;CHMP1A;RNF4;DYNC1H1;VPS4B;CHMP2A;HNRNPU;TPR;SENP6;CHMP4A;PDCD6IP;CEP97;CHMP2B;CHMP5;SASS6;HSPA1B;DRG1;PLK1;CENPJ
596,prerank,Establishment Of Protein Localization To Plasma Membrane (GO:0061951),0.46626958693306914,1.5567411495626067,0.02497027348394768,0.06035060983135791,1.0,14/36,18.99%,RDX;OPTN;GOLGA4;MACF1;RAB26;GOLGA7;RAB10;RAB7A;ATP6AP1;NSF;GOLPH3;BLZF1;RILPL2;VAMP2
597,prerank,Positive Regulation Of Protein Autophosphorylation (GO:0031954),0.5281262409630321,1.5564966929061805,0.02513227513227513,0.06039848247155466,1.0,7/21,15.06%,RAP2A;CALM1;TAOK2;CALM2;NEK10;PDGFD;NBN
598,prerank,"Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120)",0.4753454983226136,1.5561658276484207,0.02119205298013245,0.06049362924492013,1.0,25/34,38.63%,NDUFB10;NDUFA6;NDUFA5;NDUFC2;NDUFB7;NDUFAB1;NDUFS6;NDUFA2;NDUFB2;NDUFS3;NDUFA9;NDUFS1;NDUFA4;NDUFS7;NDUFA8;NDUFV2;NDUFB4;NDUFB6;NDUFB9;NDUFB1;NDUFA3;NDUFB3;NDUFAF1;NDUFS8;NDUFB8
599,prerank,Regulation Of Metal Ion Transport (GO:0010959),0.491003746407695,1.5560131618395157,0.022113022113022112,0.06046807949450264,1.0,9/28,16.39%,ORAI1;SRI;WNK1;B2M;CAMK2B;STIM1;NOS1;YWHAH;SLC30A6
600,prerank,Negative Regulation Of Telomere Maintenance Via Telomerase (GO:0032211),0.5385799880896734,1.556009898403859,0.02759526938239159,0.06036579402657044,1.0,9/18,22.77%,XRN1;PIF1;TERF1;EXOSC10;HNRNPU;HNRNPC;STON1;TINF2;GNL3L
601,prerank,Endosome To Lysosome Transport (GO:0008333),0.43884879162767243,1.5558406045586617,0.010452961672473868,0.06035235095994324,1.0,32/50,35.26%,VPS33A;M6PR;HOOK3;AP3D1;DTX3L;PLEKHF1;VPS4B;VCP;TGFBRAP1;RAB7A;TSG101;VPS16;VAMP7;SNX16;VPS18;HMGXB4;BIN1;EPG5;VPS41;VPS11;ARL8B;LYST;VPS39;TPCN2;MVB12A;MGRN1;ATG14;UBXN6;DENND3;PXK;UEVLD;VPS33B
602,prerank,Regulation Of Autophagosome Assembly (GO:2000785),0.4580935071841682,1.555716664143154,0.02283653846153846,0.06031736029383344,1.0,22/37,34.89%,TMEM39A;SH3GLB1;RAB5A;PINK1;SCFD1;RAB1B;EFNB1;PIP4K2A;WIPI1;WDR45;RAB3GAP2;MTMR3;PHF23;RALB;FEZ2;PIP4K2C;LRSAM1;EPHB2;SNX18;IFT20;SNX4;TBC1D14
603,prerank,Regulation Of Interleukin-17 Production (GO:0032660),0.4922221512178051,1.555461350887239,0.016518424396442185,0.06038243462620997,1.0,17/29,30.98%,IFNG;PRNP;TGFB1;SLAMF6;SPHK1;MYD88;NCKAP1L;VSIR;JAK2;PRKCQ;ZBTB7B;RFTN1;IL12A;IL2;NOD2;SLC7A5;IL15
604,prerank,Regulation Of Telomere Maintenance (GO:0032204),0.4659261169869059,1.5549626800032639,0.014423076923076924,0.06052945277926475,1.0,20/38,25.43%,SLF1;PIF1;XRCC5;TERF1;ATRX;SMC5;DHX36;PML;RTEL1;NBN;USP7;UPF1;TINF2;SLF2;HNRNPD;SMG1;TERF2IP;SLX4;PPP1R10;SMG5
605,prerank,Protein Glycosylation (GO:0006486),0.3879941049845129,1.5549282421912807,0.005274261603375527,0.060459184719120894,1.0,61/126,35.31%,GALNT8;KRTCAP2;B4GALT5;GALNT10;PLOD3;POMGNT1;ST8SIA4;TMEM59;PSMD2;ALG1;TMEM165;B3GALT4;GALNT7;FUT10;GFPT2;MLEC;GALNT4;GALNT6;B3GALNT2;NPC1;GFPT1;RPN2;PDCD6;GALNT3;DDOST;TMEM258;DPAGT1;MGAT1;ST8SIA6;COG7;OST4;GOLGA2;ST6GALNAC2;ALG9;PLOD1;POMK;B4GALT1;ST3GAL4;ALG5;ARFGEF1;OGA;DPM3;DOLPP1;MGAT2;PLOD2;C1GALT1C1;OSTC;ST3GAL5;B4GAT1;ALG11;POFUT1;TET2;GALNT1;PMM2;FUT4;GALNT2;B3GNT9;GALNT11;FUT7;B3GNT3;B3GNT5
606,prerank,Negative Regulation Of DNA Biosynthetic Process (GO:2000279),0.49868373073781025,1.554888882007458,0.025348542458808618,0.06038135779164761,1.0,11/25,22.77%,XRN1;PIF1;TERF1;EXOSC10;HNRNPU;HNRNPC;MEN1;BMPR2;STON1;TINF2;GNL3L
607,prerank,Positive Regulation Of Mitochondrial Fission (GO:0090141),0.5635531721686481,1.554755391590491,0.022397891963109356,0.0603427230545177,1.0,8/16,14.12%,MCU;RALBP1;DDHD1;DNM1L;PINK1;SPIRE1;MUL1;FIS1
608,prerank,Regulation Of Immunoglobulin Production (GO:0002637),0.500555173864662,1.5546245790290194,0.019280205655526992,0.06030227668708237,1.0,13/25,30.74%,PTPRC;CLCF1;HLA-E;GPI;SASH3;STX4;SUPT6H;VAMP3;XBP1;IL2;EPHB2;IL4;FCRL3
609,prerank,Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433),0.3888161783960394,1.55408041618814,0.0020964360587002098,0.06055486871506837,1.0,43/133,20.53%,TAX1BP1;FLNA;CDKN2A;GLIS2;GFI1;SMAD7;PRNP;CEBPG;TMSB4X;SUMO1;CMKLR1;BMP7;COMMD1;TRIM21;MAP3K10;PTCH1;ANXA4;SIGIRR;TRIM37;ARRB2;ZC3H12A;BHLHE40;ID2;KEAP1;EOMES;NFKBIA;CHUK;PYCARD;NLRC3;MEN1;TNFAIP3;ITCH;USP7;WWP2;ERBIN;PKD2;BRMS1;E2F2;MAD2L2;CHP1;SP100;PAXIP1;HDAC4
610,prerank,Cellular Response To Oxidative Stress (GO:0034599),0.39447810404105715,1.5535010941329033,0.0021119324181626186,0.06079304931811745,1.0,35/109,19.34%,ATP13A2;SLC25A24;PYROXD1;CHCHD2;HSPA1A;PRR5L;FOXO3;PPIA;SQSTM1;SESN2;DHRS2;GSR;PARK7;SELENOS;PXN;AKT1;CPEB2;PDK2;MAPT;PINK1;ZC3H12A;KEAP1;CHUK;VRK2;SETX;PRKAA1;EIF2S1;MAPK1;PKD2;TPM1;TMEM161A;MAPK9;SOD2;STX4;SIRT2
611,prerank,Regulation Of Mitochondrion Organization (GO:0010821),0.4489426548387466,1.5528556191989324,0.007033997655334115,0.06103235707326082,1.0,20/48,17.57%,FKBP8;FBXW7;SIRT7;VDAC1;SQSTM1;GSK3A;TMEM102;DNM1L;MAPT;PDE2A;PINK1;HDAC6;GOLPH3;MTCH2;MUL1;FIS1;MGARP;EP300;RAP1GDS1;CSNK2A2
612,prerank,Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043281),0.415209172248469,1.5528257083719013,0.005470459518599562,0.060948560998708524,1.0,41/75,34.72%,ARL6IP5;CASP1;SIAH2;HMGB1;MAP3K5;DNAJB6;BCAP31;F2R;ARL6IP1;RPS6KA1;XIAP;AKT1;CARD16;CYCS;CDKN2D;PDCD6;PYCARD;PDCD5;FIS1;THBS1;IFI6;REST;RAF1;DHCR24;CSNK2A1;GRAMD4;CTSD;FNIP1;PMAIP1;TNF;NAIP;NLRP3;DDX3X;BAD;HTRA2;CARD8;NOD1;NDUFA13;TRIAP1;LAMTOR5;RPS6KA3
613,prerank,Negative Regulation Of Phosphate Metabolic Process (GO:0045936),0.5323088211164261,1.552589373115414,0.028314028314028315,0.06098257366930414,1.0,11/19,28.07%,CDKN2A;DYNLL1;ROCK1;INPP5K;BMP7;PLEK;CDKN2D;TESK1;CDKN2B;CDKN2C;INHBA
614,prerank,Regulation Of Cytokinesis (GO:0032465),0.42160256025459797,1.5524478056756714,0.004576659038901602,0.06093953524714828,1.0,29/69,28.00%,CALM1;SH3GLB1;CALM2;GIT1;CDC42;RAB11A;CETN2;RHOA;BIRC6;PRPF40A;CCP110;PIN1;BCL2L1;CDC14B;CDC25B;PIK3C3;SPAST;BECN1;VPS4A;RAB11FIP4;RAB11FIP3;ZFYVE26;AURKC;SETD2;KLHL21;PDXP;PIK3R4;GIPC1;ZFYVE19
615,prerank,Regulation Of Cellular Localization (GO:0060341),0.4264862525758383,1.5521483457597767,0.005636978579481398,0.06101953311885697,1.0,21/64,17.94%,REEP5;PARD6G;RAB14;HSP90AA1;FBXW7;PICALM;SUMO1;RFPL4AL1;DNAJB6;TRIM6;RAB9A;TRIM21;TPR;BORA;TESK1;RABGAP1L;USP8;STX6;TRIM25;OOEP;VPS4A
616,prerank,Negative Regulation Of Protein Binding (GO:0032091),0.42639533001446517,1.5520797923920147,0.005753739930955121,0.06096315838921445,1.0,25/59,25.12%,B2M;ITGA4;ADRB2;ROCK1;TMBIM6;PPP1CA;ATP2A2;PARK7;PIN1;AKT1;ARRB2;ADAM15;CARD16;USP33;ZFPM1;LRPAP1;TFIP11;ATP2A3;ITGB1BP1;GOLGA2;BAX;GNL3L;IFIT2;RALB;PRKCD
617,prerank,Negative Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904357),0.5077479922287426,1.5518667834099589,0.03324808184143223,0.06096629873556523,1.0,13/24,30.08%,XRN1;TNKS2;PIF1;TERF1;EXOSC10;HNRNPU;HNRNPC;STON1;TINF2;GNL3L;SLX4;SLX1A;DCP2
618,prerank,Lymphocyte Mediated Immunity (GO:0002449),0.5700514088965142,1.5518472531035372,0.027855153203342618,0.060881543341098514,1.0,8/15,20.63%,MYO1G;CD46;GNL1;BTN3A3;KLRC2;KLRD1;SLA2;CD8A
619,prerank,Positive Regulation Of Endocytosis (GO:0045807),0.42100301623407776,1.551805460798576,0.012443438914027148,0.06079325621808633,1.0,23/71,15.91%,TFR2;B2M;IL2RG;LYAR;IFNG;CD47;DOCK2;RAB27A;CALR;CDC42;CD151;LMAN2;VPS28;IL15RA;CYBA;IL1B;HNRNPK;ANKFY1;CLU;PYCARD;CLN3;AZU1;SGIP1
620,prerank,Regulation Of Telomerase Activity (GO:0051972),0.455744498188943,1.5516239052228038,0.010778443113772455,0.06080428075361611,1.0,15/41,21.26%,HSP90AA1;PIF1;XRCC5;MAP2K7;TERF1;PTGES3;TNIP1;CTNNB1;PARP4;PRKCQ;MEN1;MAP3K4;MAPK1;NEK7;PNKP
621,prerank,Establishment Of Protein Localization To Extracellular Region (GO:0035592),0.4672341309131031,1.551619421860191,0.010843373493975903,0.06070691092904713,1.0,18/38,25.15%,RAB8B;MIA2;SEL1L;PRF1;RAB8A;MIA3;ARFGAP3;GOLPH3;CANX;MEN1;TANGO2;GSDMD;MON1A;TVP23B;COPG1;TMEM167A;ARL4D;PREB
622,prerank,Negative Regulation Of Cytokine Production (GO:0001818),0.38486818386635385,1.5511000356563693,0.002074688796680498,0.06087746200294845,1.0,63/161,28.07%,ANXA1;PDCD1LG2;SYT11;PTPRC;IFNG;PRNP;TMSB4X;HMGB1;PPARA;NPTN;CD274;RBX1;TIGIT;CMKLR1;LILRB1;ATG5;PPP1R11;NLRP7;ATG12;RAC1;SELENOS;ANXA4;PTPN22;SIGIRR;TWSG1;TBX21;SRGN;NCKAP1L;ZC3H12A;EXTL3;OTUD7B;ZFPM1;NMB;GPATCH3;IFNL1;PYCARD;VSIR;NLRC3;APLP2;TNFAIP3;ITCH;RPS6KA4;CD34;THBS1;EZR;RNF125;N4BP1;INHBB;XAF1;CD84;MAPKBP1;ADCY7;OTUD5;IL12A;GHRL;PTPN11;TNF;KAT5;ELF4;ATP2B1;ZFP36;GBP1;INHBA
623,prerank,Positive Regulation Of DNA Replication (GO:0045740),0.5589480699310241,1.5510353179803753,0.0214190093708166,0.06082387202010069,1.0,9/16,31.04%,SMARCA5;KAT7;BAZ1A;STON1;DHX9;PCNA;EREG;NPM2;BRPF3
624,prerank,Sarcomere Organization (GO:0045214),-0.458948708010084,-1.5509245152903472,0.02,0.17143220877879342,1.0,7/16,15.22%,OBSCN;TNNT3;TTN;MYH3;SIX4;LMOD2;TCAP
625,prerank,Response To Type II Interferon (GO:0034341),0.42283364746109053,1.5503133122703678,0.0056433408577878106,0.061148773425881445,1.0,32/64,33.90%,CD58;GAPDH;CALM1;CASP1;CD47;CCL5;IL12RB1;NUB1;GBP5;TRIM21;DAPK3;CALCOCO2;IFITM2;SLC26A6;CCL4;CCL19;SP100;GBP2;CCL3L1;CCL3;GCH1;CCL23;CCL20;GBP1;CYP27B1;BST2;CCL8;HLA-DPA1;IFITM1;PDE12;SYNCRIP;GBP6
626,prerank,Positive Regulation Of Response To Stimulus (GO:0048584),0.424742203722384,1.5500533086930357,0.006825938566552901,0.06119122275101397,1.0,35/62,32.88%,RNF8;CEBPG;YY1;BABAM2;VDAC1;MCRS1;BABAM1;ILK;CNKSR3;EXTL3;IFNL1;ACTR5;UCHL5;INO80E;TIGAR;EYA3;RNF168;TMEM161A;DHX9;SMCHD1;RUVBL1;INO80;PCNA;C8G;RUVBL2;INO80D;ACTR8;UIMC1;IER5;INO80B;BRCA1;CCDC117;IL15;ERCC6;GATA3
627,prerank,DNA Repair-Dependent Chromatin Remodeling (GO:0140861),0.5522582539313288,1.54960685132062,0.02513227513227513,0.06137116084215193,1.0,8/16,19.62%,RNF8;SIRT7;BABAM1;DTX3L;TRIP12;HPF1;RNF168;UBR5
628,prerank,Positive Regulation Of SMAD Protein Signal Transduction (GO:0060391),0.5435289763041539,1.549564443340357,0.03337783711615487,0.061302052896110674,1.0,12/17,39.52%,BMPR1A;TGFB1;BMP7;TGFBR1;JAK2;BMPR2;NUP93;PPARG;RBPMS;TGFB3;DAB2;SH2B1
629,prerank,Regulation Of T Cell Receptor Signaling Pathway (GO:0050856),0.4760538232355996,1.5491172403012072,0.01875,0.06144175517096937,1.0,20/33,29.89%,CD226;PRNP;PTPRJ;CD81;RELA;LGALS3;PTPN22;RAB29;RC3H1;DGKZ;PRKD2;EZR;PHPT1;IKBKG;CD300A;SLA2;CARD11;GBP1;SH2D1A;DUSP3
630,prerank,Regulation Of Erythrocyte Differentiation (GO:0045646),0.4665228653303484,1.5490574328846265,0.018270401948842874,0.06137088222241488,1.0,19/36,32.91%,HMGB2;HSPA1A;FOXO3;NCKAP1L;MED1;BRD1;ZFPM1;MAPK14;STAT3;HSPA9;ZFP36L1;ACVR2A;ZFP36;ZNF16;INHBA;HSPA1B;ARNT;PRKDC;GATA1
631,prerank,Positive Regulation Of Glucose Import (GO:0046326),0.5233372614550575,1.548773484625252,0.025839793281653745,0.06144445987897839,1.0,11/21,25.50%,ARPP19;OSBPL8;IGF1;AKT1;SORBS1;CAPN10;PIK3R1;C1QTNF12;PRKCI;CLTCL1;PTPN11
632,prerank,Positive Regulation Of Myoblast Differentiation (GO:0045663),0.4773359049525277,1.547905249074465,0.014962593516209476,0.06193478409791652,1.0,15/31,30.33%,SMARCC2;BRD7;LRRC8A;ARID2;SMARCD1;SMARCC1;XKR8;MAPK14;HIF1AN;PBRM1;ARID1A;KAT5;SMARCD2;PLCB1;IGFBP3
633,prerank,Negative Regulation Of Cell Development (GO:0010721),0.5408936133559543,1.547882651856011,0.02656042496679947,0.06184665137333955,1.0,11/17,31.72%,B2M;HOOK3;IGF1;GSK3A;IL1B;DYNLT1;REST;TNF;PAX6;GSK3B;MBD1
634,prerank,Histone mRNA Metabolic Process (GO:0008334),0.5192334776118873,1.5475766651006657,0.017857142857142856,0.06194518598127827,1.0,15/23,31.96%,XRN1;TUT7;LSM1;EXOSC10;SLBP;ERI1;NCBP1;UPF1;SSB;TENT2;LSM10;MTPAP;CPSF2;DCP2;MBLAC1
635,prerank,Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0030518),0.4633746542165429,1.5474316998227646,0.01639344262295082,0.06193547541224958,1.0,20/35,32.92%,ESR2;CALCOCO1;DDX5;TMF1;MED1;RNF14;NCOA4;MAPK1;DAXX;TADA3;UBR5;DDX54;UBE3A;ARID1A;KDM3A;ZDHHC7;ZMIZ1;TRIP4;NEDD4;TRERF1
636,prerank,Glycoprotein Biosynthetic Process (GO:0009101),0.41845363938201674,1.547184228766141,0.01020408163265306,0.061968524367279634,1.0,31/67,29.03%,CANT1;B4GALT5;ST8SIA4;TMEM59;ALG1;IGF1;FUT10;CHST12;CHST11;B3GALNT2;TNIP1;NPC1;CHST10;PDCD6;GOLPH3;CSGALNACT2;DDOST;BMPR2;ST8SIA6;COG7;GOLGA2;ATP7A;ST6GALNAC2;ST3GAL4;ALG5;ARFGEF1;XYLT1;FAM20B;GCNT1;ST3GAL5;B4GAT1
637,prerank,Chondroitin Sulfate Proteoglycan Biosynthetic Process (GO:0050650),0.5490687261578429,1.546354160306259,0.026350461133069828,0.062344589392842875,1.0,10/17,33.40%,CHPF2;CHST12;CHST11;CSGALNACT2;CHSY1;CHST7;XYLT1;UGDH;B3GAT2;XYLT2
638,prerank,Regulation Of Interleukin-6 Production (GO:0032675),0.3989946502358297,1.5462952141910928,0.004296455424274973,0.062269468686069404,1.0,36/97,27.03%,SYT11;MAPKAPK2;AKIRIN2;IFNG;HLA-B;CD47;HMGB1;LCP1;F2R;SELENOS;PTPN22;CYBA;IL1B;TLR3;MYD88;NCKAP1L;ZC3H12A;TIRAP;NMB;PYCARD;LEP;NLRC3;MAPK13;TNFAIP3;STAT3;DHX9;ARHGEF2;CD84;XBP1;EREG;GHRL;PTPN11;IL1A;TNF;NOD2;ELF4
639,prerank,Nuclear Envelope Organization (GO:0006998),0.5428153401461091,1.5459447408463634,0.031335149863760216,0.062349883450647466,1.0,15/17,39.90%,TMEM43;REEP4;DMPK;TOR1B;TOR1AIP1;LMNA;VPS4A;LEMD2;REEP3;NUP93;LMNB2;TOR1A;NUP155;EMD;TMEM170A
640,prerank,Protein Localization To Plasma Membrane (GO:0072659),0.39652748802548193,1.5458756033209673,0.00211864406779661,0.062278688371569316,1.0,34/115,18.07%,RDX;S100A10;MYO5A;RAP2A;FLNA;CACNB3;ATP1B3;ROCK1;RAP1A;EHD1;SLC9A3R1;ROCK2;INPP5K;RAB8B;EFR3A;RAB11A;CD81;FCHO2;PTCH1;TMED2;PLEKHF1;RAB10;RAB8A;BSG;EHD4;LRPAP1;GAK;RAPGEF2;SEC16A;EZR;IKBKB;ITGB1BP1;ZDHHC2;TNFRSF1A
641,prerank,Positive Regulation Of Striated Muscle Cell Differentiation (GO:0051155),0.561770789261819,1.5454709299538787,0.025367156208277702,0.06234961508827027,1.0,7/16,18.73%,TGFB1;MMP14;IGF1;PIEZO1;MESP1;MAPK14;LMOD3
642,prerank,Negative Regulation Of T Cell Receptor Signaling Pathway (GO:0050860),0.5470251758168445,1.5436477901280663,0.04057591623036649,0.0632574167313144,1.0,12/17,32.25%,PRNP;PTPRJ;LGALS3;PTPN22;DGKZ;EZR;PHPT1;SLA2;GBP1;SH2D1A;DUSP3;PTPN2
643,prerank,Cellular Response To Heat (GO:0034605),0.47672066524698026,1.5435477018430925,0.020618556701030927,0.06320714793693483,1.0,22/33,30.89%,HSP90AA1;HSPA1A;STUB1;SLU7;SUMO1;VCP;MAPT;TPR;DHX36;PDCD6;THBS1;DAXX;RBBP7;HSF1;IL1A;HSPA6;IER5;HSPA1B;YWHAE;HIKESHI;HSBP1;HTRA2
644,prerank,Release Of Cytochrome C From Mitochondria (GO:0001836),0.5423563032829318,1.5433172429766817,0.025165562913907286,0.0632469007062574,1.0,12/19,27.42%,BCL2L1;DNM1L;CLU;FIS1;IFI6;SOD2;BAX;MCL1;BOK;BBC3;BID;BAK1
645,prerank,Positive Regulation Of Protein Import Into Nucleus (GO:0042307),0.49687395086577457,1.543047413541184,0.019305019305019305,0.06330666642989642,1.0,11/26,19.62%,FLNA;IFNG;RBM22;TGFB1;HCLS1;RAN;ZC3H12A;TPR;EP300;PIK3R1;UBR5
646,prerank,Positive Regulation Of Lymphocyte Differentiation (GO:0045621),0.45673697529389995,1.542836030157352,0.021505376344086023,0.06332968064421726,1.0,21/37,32.88%,SMARCC2;BRD7;MMP14;ZBTB1;XRCC6;PPP2R3C;NCKAP1L;ARID2;SMARCD1;ZAP70;SMARCC1;INPP5D;PBRM1;XBP1;ARID1A;SMARCD2;ZMIZ1;IL7;IL4;PRKDC;GATA3
